0;0;0;0x0000;Response ok
1;0;0;0x0000;Response ok
2;0;0;0x0000;Response ok
3;0;0;0x0000;Response ok
4;1;1;0x0001;Response ok
5;0;0;0x0000;Response ok
6;0;0;0x0000;Response ok
7;0;0;0x0000;Response ok
8;1;1;0x0001;Response ok
9;0;0;0x0000;Response ok
10;1;1;0x0001;Response ok
11;0;0;0x0000;Response ok
12;1;1;0x0001;Response ok
13;0;0;0x0000;Response ok
14;1;1;0x0001;Response ok
15;0;0;0x0000;Response ok
16;0;0;0x0000;Response ok
17;0;0;0x0000;Response ok
18;0;0;0x0000;Response ok
19;1;1;0x0001;Response ok
20;0;0;0x0000;Response ok
21;0;0;0x0000;Response ok
22;0;0;0x0000;Response ok
23;0;0;0x0000;Response ok
24;0;0;0x0000;Response ok
25;0;0;0x0000;Response ok
26;1;1;0x0001;Response ok
27;0;0;0x0000;Response ok
28;0;0;0x0000;Response ok
29;0;0;0x0000;Response ok
30;0;0;0x0000;Response ok
31;0;0;0x0000;Response ok
32;0;0;0x0000;Response ok
33;0;0;0x0000;Response ok
34;0;0;0x0000;Response ok
35;0;0;0x0000;Response ok
36;0;0;0x0000;Response ok
37;0;0;0x0000;Response ok
38;0;0;0x0000;Response ok
39;0;0;0x0000;Response ok
40;0;0;0x0000;Response ok
41;0;0;0x0000;Response ok
42;0;0;0x0000;Response ok
43;0;0;0x0000;Response ok
44;1;1;0x0001;Response ok
45;0;0;0x0000;Response ok
46;1;1;0x0001;Response ok
47;0;0;0x0000;Response ok
48;0;0;0x0000;Response ok
49;0;0;0x0000;Response ok
50;0;0;0x0000;Response ok
51;0;0;0x0000;Response ok
52;1;1;0x0001;Response ok
53;0;0;0x0000;Response ok
54;1;1;0x0001;Response ok
55;0;0;0x0000;Response ok
56;0;0;0x0000;Response ok
57;0;0;0x0000;Response ok
58;0;0;0x0000;Response ok
59;0;0;0x0000;Response ok
60;0;0;0x0000;Response ok
61;0;0;0x0000;Response ok
62;0;0;0x0000;Response ok
63;0;0;0x0000;Response ok
64;0;0;0x0000;Response ok
65;0;0;0x0000;Response ok
66;0;0;0x0000;Response ok
67;0;0;0x0000;Response ok
68;0;0;0x0000;Response ok
69;0;0;0x0000;Response ok
70;0;0;0x0000;Response ok
71;0;0;0x0000;Response ok
72;0;0;0x0000;Response ok
73;0;0;0x0000;Response ok
74;0;0;0x0000;Response ok
75;0;0;0x0000;Response ok
76;0;0;0x0000;Response ok
77;0;0;0x0000;Response ok
78;0;0;0x0000;Response ok
79;0;0;0x0000;Response ok
80;0;0;0x0000;Response ok
81;0;0;0x0000;Response ok
82;1;1;0x0001;Response ok
83;0;0;0x0000;Response ok
84;0;0;0x0000;Response ok
85;0;0;0x0000;Response ok
86;0;0;0x0000;Response ok
87;0;0;0x0000;Response ok
88;0;0;0x0000;Response ok
89;0;0;0x0000;Response ok
90;0;0;0x0000;Response ok
91;0;0;0x0000;Response ok
92;1;1;0x0001;Response ok
93;0;0;0x0000;Response ok
94;0;0;0x0000;Response ok
95;0;0;0x0000;Response ok
96;0;0;0x0000;Response ok
97;1;1;0x0001;Response ok
98;0;0;0x0000;Response ok
99;1;1;0x0001;Response ok
100;0;0;0x0000;Response ok
